Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,RowID,case_location,data_as_of,data_loaded_at,Analysis Neighborhoods
160982599,89,16039001,Medical Incident,04/07/2016,04/07/2016,04/07/2016 03:52:15 PM,04/07/2016 03:52:15 PM,04/07/2016 03:53:29 PM,04/07/2016 03:53:29 PM,04/07/2016 03:57:28 PM,04/07/2016 04:02:02 PM,04/07/2016 04:19:24 PM,Code 3 Transport,04/07/2016 05:26:21 PM,LAGUNA ST/MCALLISTER ST,San Francisco,94102,B02,05,3425,A,E,3,true,Potentially Life-Threatening,1,MEDIC,3,2,5,Western Addition,160982599-89,POINT (-122.42683 37.77926),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39
161010351,RA48,16040036,Medical Incident,04/10/2016,04/09/2016,04/10/2016 02:06:09 AM,04/10/2016 02:09:39 AM,04/10/2016 02:10:14 AM,04/10/2016 02:13:02 AM,,,,Code 3 Transport,04/10/2016 02:35:52 AM,AVENUE B/CALIFORNIA AVE,Treasure Isla,94130,B03,48,2931,3,3,3,false,Non Life-threatening,1,MEDIC,3,None,6,Treasure Island,161010351-RA48,POINT (-122.37125 37.817825),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,37
161000786,89,16039661,Medical Incident,04/09/2016,04/09/2016,04/09/2016 08:08:58 AM,04/09/2016 08:12:54 AM,04/09/2016 08:13:58 AM,04/09/2016 08:14:14 AM,04/09/2016 08:24:01 AM,04/09/2016 08:49:55 AM,04/09/2016 08:59:30 AM,Code 2 Transport,04/09/2016 09:42:01 AM,EDDY ST/CYRIL MAGNIN ST,San Francisco,94102,B01,01,2247,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,3,6,Tenderloin,161000786-89,POINT (-122.40849 37.784454),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
160982324,T05,16038968,Alarms,04/07/2016,04/07/2016,04/07/2016 02:43:25 PM,04/07/2016 02:44:27 PM,04/07/2016 02:44:45 PM,04/07/2016 02:45:17 PM,04/07/2016 02:48:02 PM,,,Fire,04/07/2016 02:55:28 PM,FILLMORE ST/OFARRELL ST,San Francisco,94115,B04,05,3623,3,3,3,false,Alarm,1,TRUCK,1,4,5,Western Addition,160982324-T05,POINT (-122.43271 37.78329),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39
160973990,KM03,16038646,Traffic Collision,04/06/2016,04/06/2016,04/06/2016 08:07:26 PM,04/06/2016 08:09:08 PM,04/06/2016 08:09:29 PM,04/06/2016 08:10:13 PM,04/06/2016 08:17:18 PM,04/06/2016 08:39:07 PM,04/06/2016 08:59:07 PM,Code 2 Transport,04/06/2016 09:28:51 PM,STEUART ST/MARKET ST,San Francisco,94105,B03,35,0902,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,1,3,Financial District/South Beach,160973990-KM03,POINT (-122.394745 37.79448),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
161003445,62,16039974,Medical Incident,04/09/2016,04/09/2016,04/09/2016 10:34:10 PM,04/09/2016 10:34:10 PM,04/09/2016 10:36:34 PM,04/09/2016 10:36:40 PM,04/09/2016 10:45:53 PM,04/09/2016 11:03:11 PM,04/09/2016 11:18:01 PM,Code 2 Transport,04/09/2016 11:50:31 PM,TURK ST/JONES ST,San Francisco,94102,B03,01,1456,2,2,2,true,Non Life-threatening,1,MEDIC,2,2,6,Tenderloin,161003445-62,POINT (-122.412415 37.783005),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
160951450,AM10,16037598,Medical Incident,04/04/2016,04/04/2016,04/04/2016 11:32:02 AM,04/04/2016 11:32:39 AM,04/04/2016 11:33:33 AM,04/04/2016 11:34:13 AM,04/04/2016 11:36:29 AM,04/04/2016 11:45:37 AM,04/04/2016 12:16:39 PM,Code 2 Transport,04/04/2016 12:37:42 PM,EDDY ST/LEAVENWORTH ST,San Francisco,94102,B02,03,1545,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,1,2,6,Tenderloin,160951450-AM10,POINT (-122.41424 37.783722),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
161020478,E21,16040425,Medical Incident,04/11/2016,04/10/2016,04/11/2016 06:32:25 AM,04/11/2016 06:32:25 AM,04/11/2016 06:32:54 AM,04/11/2016 06:33:48 AM,04/11/2016 06:35:20 AM,,,Code 2 Transport,04/11/2016 06:42:46 AM,DIVISADERO ST/HAYES ST,San Francisco,94117,B05,21,4136,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,5,5,Hayes Valley,161020478-E21,POINT (-122.4378 37.77499),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,9
160994089,B03,16039541,Alarms,04/08/2016,04/08/2016,04/08/2016 11:41:24 PM,04/08/2016 11:43:13 PM,04/08/2016 11:43:26 PM,04/08/2016 11:45:03 PM,,,,Fire,04/08/2016 11:49:26 PM,17TH ST/DE HARO ST,San Francisco,94107,B03,29,2413,3,3,3,false,Alarm,1,CHIEF,2,2,10,Mission Bay,160994089-B03,POINT (-122.401596 37.76484),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,4
161020671,E13,16040446,Alarms,04/11/2016,04/10/2016,04/11/2016 07:50:15 AM,04/11/2016 07:52:07 AM,04/11/2016 07:52:20 AM,04/11/2016 07:54:36 AM,04/11/2016 07:55:51 AM,,,Fire,04/11/2016 07:59:21 AM,CALIFORNIA ST/DRUMM ST,San Francisco,94111,B01,13,1134,3,3,3,true,Alarm,1,ENGINE,1,1,3,Financial District/South Beach,161020671-E13,POINT (-122.39639 37.793663),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
160981823,AM08,16038909,Medical Incident,04/07/2016,04/07/2016,04/07/2016 12:28:41 PM,04/07/2016 12:31:10 PM,04/07/2016 12:32:59 PM,04/07/2016 12:35:27 PM,04/07/2016 12:38:29 PM,04/07/2016 12:59:46 PM,04/07/2016 01:19:18 PM,Code 2 Transport,04/07/2016 01:50:05 PM,BUENA VISTA TER/14TH ST,San Francisco,94117,B05,21,5135,2,2,2,false,Non Life-threatening,1,PRIVATE,1,5,8,Castro/Upper Market,160981823-AM08,POINT (-122.4382 37.76716),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,5
161012453,E43,16040253,Medical Incident,04/10/2016,04/10/2016,04/10/2016 04:51:17 PM,04/10/2016 04:51:54 PM,04/10/2016 04:52:47 PM,04/10/2016 04:54:24 PM,04/10/2016 04:56:05 PM,,,Code 2 Transport,04/10/2016 05:07:15 PM,GENEVA AVE/MADRID ST,San Francisco,94112,B09,43,6174,2,3,3,true,Potentially Life-Threatening,1,ENGINE,1,9,11,Excelsior,161012453-E43,POINT (-122.437805 37.71494),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,7
160942386,T01,16037319,Alarms,04/03/2016,04/03/2016,04/03/2016 03:48:20 PM,04/03/2016 03:49:49 PM,04/03/2016 03:50:48 PM,04/03/2016 03:52:28 PM,04/03/2016 03:55:31 PM,,,Fire,04/03/2016 03:58:03 PM,06TH ST/MISSION ST,San Francisco,94103,B03,01,2251,3,3,3,false,Alarm,1,TRUCK,3,3,6,South of Market,160942386-T01,POINT (-122.40871 37.78097),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160952948,RC1,16037727,Medical Incident,04/04/2016,04/04/2016,04/04/2016 05:31:19 PM,04/04/2016 05:31:19 PM,04/04/2016 05:59:34 PM,04/04/2016 05:59:34 PM,04/04/2016 06:03:02 PM,,,Code 2 Transport,04/04/2016 06:10:50 PM,03RD ST/STILLMAN ST,San Francisco,94107,B03,08,2174,2,2,2,true,Non Life-threatening,1,RESCUE CAPTAIN,2,3,6,Financial District/South Beach,160952948-RC1,POINT (-122.39638 37.78175),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
160924020,T08,16036657,Elevator / Escalator Rescue,04/01/2016,04/01/2016,04/01/2016 11:44:15 PM,04/01/2016 11:45:11 PM,04/01/2016 11:46:21 PM,04/01/2016 11:49:08 PM,04/01/2016 11:51:28 PM,,,No Merit,04/01/2016 11:58:51 PM,BRANNAN ST/HARRIET ST,San Francisco,94103,B03,08,2256,3,3,3,false,Alarm,1,TRUCK,1,3,6,South of Market,160924020-T08,POINT (-122.40152 37.774384),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160990482,E35,16039196,Alarms,04/08/2016,04/07/2016,04/08/2016 06:31:49 AM,04/08/2016 06:33:03 AM,04/08/2016 06:33:08 AM,04/08/2016 06:34:42 AM,04/08/2016 06:37:05 AM,,,Fire,04/08/2016 06:49:43 AM,SPEAR ST/HOWARD ST,San Francisco,94105,B03,35,2114,3,3,3,true,Alarm,1,ENGINE,1,3,6,Financial District/South Beach,160990482-E35,POINT (-122.392525 37.79131),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
160963612,RS1,16038167,Structure Fire / Smoke in Building,04/05/2016,04/05/2016,04/05/2016 08:07:02 PM,04/05/2016 08:07:14 PM,04/05/2016 08:07:39 PM,04/05/2016 08:09:05 PM,,,,Fire,04/05/2016 08:15:51 PM,BAKER ST/LOMBARD ST,San Francisco,94123,B04,16,4314,3,3,3,false,Alarm,1,RESCUE SQUAD,11,4,2,Marina,160963612-RS1,POINT (-122.44598 37.798626),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,13
160933208,62,16037016,Medical Incident,04/02/2016,04/02/2016,04/02/2016 07:53:03 PM,04/02/2016 07:53:54 PM,04/02/2016 07:54:49 PM,04/02/2016 07:55:00 PM,04/02/2016 08:01:50 PM,04/02/2016 08:32:56 PM,04/02/2016 09:03:45 PM,Code 2 Transport,04/02/2016 09:28:11 PM,AVALON AVE/PARIS ST,San Francisco,94112,B09,32,6114,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,9,11,Excelsior,160933208-62,POINT (-122.43096 37.726925),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,7
161000276,AM24,16039591,Medical Incident,04/09/2016,04/08/2016,04/09/2016 02:02:31 AM,04/09/2016 02:03:22 AM,04/09/2016 02:03:44 AM,04/09/2016 02:05:00 AM,04/09/2016 02:09:58 AM,,,Medical Examiner,04/09/2016 03:27:54 AM,FILLMORE ST/EDDY ST,San Francisco,94115,B05,05,3536,E,E,3,false,Potentially Life-Threatening,1,PRIVATE,2,5,5,Western Addition,161000276-AM24,POINT (-122.43233 37.78143),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39
161032712,RWC1,16040976,Water Rescue,04/12/2016,04/12/2016,04/12/2016 04:18:56 PM,04/12/2016 04:18:56 PM,04/12/2016 04:19:44 PM,04/12/2016 04:25:50 PM,,,,Fire,04/12/2016 05:01:32 PM,MARINE DR/END,San Francisco,94129,B99,51,4632,3,3,3,false,Fire,1,SUPPORT,7,7,2,Presidio,161032712-RWC1,POINT (-122.4766 37.81068),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,27
160972655,E05,16038489,Other,04/06/2016,04/06/2016,04/06/2016 03:20:21 PM,04/06/2016 03:21:34 PM,04/06/2016 03:21:45 PM,04/06/2016 03:23:07 PM,04/06/2016 03:25:00 PM,,,Fire,04/06/2016 03:28:22 PM,HAYES ST/LAGUNA ST,San Francisco,94102,B02,36,3413,3,3,3,true,Alarm,1,ENGINE,1,2,5,Hayes Valley,160972655-E05,POINT (-122.42626 37.776463),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,9
161040374,KM07,16041153,Medical Incident,04/13/2016,04/12/2016,04/13/2016 04:26:45 AM,04/13/2016 04:27:59 AM,04/13/2016 04:28:14 AM,04/13/2016 04:29:27 AM,04/13/2016 04:33:46 AM,,,Patient Declined Transport,04/13/2016 04:41:44 AM,WELSH ST/05TH ST,San Francisco,94107,B03,08,2217,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,1,3,6,South of Market,161040374-KM07,POINT (-122.399765 37.77737),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
161001516,T08,16039749,Alarms,04/09/2016,04/09/2016,04/09/2016 12:24:03 PM,04/09/2016 12:25:38 PM,04/09/2016 12:25:53 PM,04/09/2016 12:27:23 PM,,,,Fire,04/09/2016 12:32:37 PM,06TH ST/MISSION ST,San Francisco,94103,B03,01,2251,3,3,3,false,Alarm,1,TRUCK,3,3,6,South of Market,161001516-T08,POINT (-122.40871 37.78097),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
161010263,E03,16040026,Medical Incident,04/10/2016,04/09/2016,04/10/2016 01:31:09 AM,04/10/2016 01:32:39 AM,04/10/2016 01:33:03 AM,04/10/2016 01:35:01 AM,04/10/2016 01:37:32 AM,,,No Merit,04/10/2016 01:38:46 AM,TRADER VIC ALY/POST ST,San Francisco,94109,B01,03,1451,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,1,3,Nob Hill,161010263-E03,POINT (-122.412346 37.787792),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,21
160970177,89,16038255,Medical Incident,04/06/2016,04/05/2016,04/06/2016 01:43:18 AM,04/06/2016 01:44:04 AM,04/06/2016 01:45:30 AM,04/06/2016 01:45:45 AM,04/06/2016 01:50:27 AM,04/06/2016 02:01:02 AM,04/06/2016 02:32:45 AM,Code 2 Transport,04/06/2016 03:10:24 AM,BROADWAY/DAVIS ST,San Francisco,94111,B01,13,1131,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,1,3,Financial District/South Beach,160970177-89,POINT (-122.3987 37.79888),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
160980331,85,16038760,Medical Incident,04/07/2016,04/06/2016,04/07/2016 03:05:36 AM,04/07/2016 03:05:36 AM,04/07/2016 03:05:46 AM,04/07/2016 03:05:58 AM,04/07/2016 03:09:10 AM,04/07/2016 03:24:45 AM,04/07/2016 04:06:37 AM,Code 2 Transport,04/07/2016 04:32:27 AM,EDDY ST/JONES ST,San Francisco,94102,B02,03,1540,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Tenderloin,160980331-85,POINT (-122.4126 37.78393),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
160973236,T11,16038556,Alarms,04/06/2016,04/06/2016,04/06/2016 05:17:58 PM,04/06/2016 05:19:53 PM,04/06/2016 05:20:25 PM,04/06/2016 05:21:41 PM,04/06/2016 05:23:54 PM,,,Fire,04/06/2016 05:24:12 PM,VALLEY ST/CHURCH ST,San Francisco,94131,B06,11,5576,3,3,3,false,Alarm,1,TRUCK,3,6,8,Noe Valley,160973236-T11,POINT (-122.42674 37.7445),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,22
161042490,71,16041338,Medical Incident,04/13/2016,04/13/2016,04/13/2016 03:36:40 PM,04/13/2016 03:38:51 PM,04/13/2016 03:40:20 PM,04/13/2016 03:40:20 PM,04/13/2016 03:48:18 PM,04/13/2016 04:01:26 PM,04/13/2016 04:15:22 PM,Code 2 Transport,04/13/2016 04:30:34 PM,ELLIS ST/LEAVENWORTH ST,San Francisco,94109,B03,03,1461,2,2,2,true,Non Life-threatening,1,MEDIC,2,2,6,Tenderloin,161042490-71,POINT (-122.41443 37.784657),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
160931347,T10,16036817,Structure Fire / Smoke in Building,04/02/2016,04/02/2016,04/02/2016 11:15:40 AM,04/02/2016 11:15:40 AM,04/02/2016 11:15:45 AM,04/02/2016 11:15:58 AM,,,,Fire,04/02/2016 11:19:46 AM,SPRUCE ST/SACRAMENTO ST,San Francisco,94118,B07,10,4432,3,3,3,false,Alarm,1,TRUCK,2,7,2,Presidio Heights,160931347-T10,POINT (-122.45359 37.787346),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,31
161031175,E01,16040859,Medical Incident,04/12/2016,04/12/2016,04/12/2016 10:12:10 AM,04/12/2016 10:13:41 AM,04/12/2016 10:13:58 AM,04/12/2016 10:14:14 AM,04/12/2016 10:18:14 AM,,,Code 2 Transport,04/12/2016 10:19:40 AM,TAYLOR ST/06TH ST/GOLDEN GATE AVE/MARKET ST,San Francisco,94103,B03,01,1454,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,3,6,South of Market,161031175-E01,POINT (-122.41029 37.78223),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160933513,E09,16037052,Medical Incident,04/02/2016,04/02/2016,04/02/2016 09:34:27 PM,04/02/2016 09:34:53 PM,04/02/2016 09:35:07 PM,04/02/2016 09:36:35 PM,04/02/2016 09:37:43 PM,,,SFPD,04/02/2016 09:38:49 PM,HOLLADAY AVE/PERALTA AVE,San Francisco,94110,B10,09,6375,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,10,9,Bernal Heights,160933513-E09,POINT (-122.40494 37.748222),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,2
161000688,71,16039647,Medical Incident,04/09/2016,04/08/2016,04/09/2016 07:05:52 AM,04/09/2016 07:07:45 AM,04/09/2016 07:08:30 AM,04/09/2016 07:08:44 AM,04/09/2016 07:15:23 AM,04/09/2016 07:32:21 AM,04/09/2016 07:40:40 AM,Code 2 Transport,04/09/2016 08:07:58 AM,EDDY ST/SCOTT ST,San Francisco,94115,B05,05,4133,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,5,5,Western Addition,161000688-71,POINT (-122.43726 37.7808),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39
161030036,61,16040751,Medical Incident,04/12/2016,04/11/2016,04/12/2016 12:17:23 AM,04/12/2016 12:18:17 AM,04/12/2016 12:18:52 AM,04/12/2016 12:19:05 AM,04/12/2016 12:23:23 AM,04/12/2016 12:39:39 AM,04/12/2016 12:54:22 AM,Code 3 Transport,04/12/2016 01:53:13 AM,EUGENIA AVE/MISSION ST,San Francisco,94110,B06,32,5575,3,E,3,true,Potentially Life-Threatening,1,MEDIC,2,6,9,Bernal Heights,161030036-61,POINT (-122.42208 37.7422),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,2
160964073,89,16038211,Medical Incident,04/05/2016,04/05/2016,04/05/2016 10:37:38 PM,04/05/2016 10:43:45 PM,04/05/2016 10:44:00 PM,04/05/2016 10:44:39 PM,04/05/2016 10:56:23 PM,04/05/2016 11:12:10 PM,04/05/2016 11:35:39 PM,Code 2 Transport,04/05/2016 11:51:22 PM,HYDE ST/TURK ST,San Francisco,94102,B02,03,1554,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,2,6,Tenderloin,160964073-89,POINT (-122.415695 37.782585),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
160973601,76,16038609,Medical Incident,04/06/2016,04/06/2016,04/06/2016 06:35:36 PM,04/06/2016 06:37:02 PM,04/06/2016 07:06:52 PM,04/06/2016 07:06:58 PM,04/06/2016 07:20:03 PM,04/06/2016 07:29:29 PM,04/06/2016 07:35:35 PM,Code 2 Transport,04/06/2016 07:49:07 PM,VAN NESS AVE/FELL ST,San Francisco,94102,B02,36,3166,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,5,Hayes Valley,160973601-76,POINT (-122.41951 37.776367),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,9
160992510,E13,16039385,Medical Incident,04/08/2016,04/08/2016,04/08/2016 04:21:48 PM,04/08/2016 04:22:38 PM,04/08/2016 04:24:48 PM,04/08/2016 04:24:48 PM,04/08/2016 04:27:05 PM,,,Code 2 Transport,04/08/2016 04:46:41 PM,SACRAMENTO ST/GRANT AVE,San Francisco,94108,B01,13,1313,2,2,2,true,Potentially Life-Threatening,1,ENGINE,2,1,3,Chinatown,160992510-E13,POINT (-122.40613 37.79338),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,6
160974068,T12,16038653,Outside Fire,04/06/2016,04/06/2016,04/06/2016 08:29:45 PM,04/06/2016 08:30:51 PM,04/06/2016 08:32:10 PM,04/06/2016 08:33:08 PM,,,,Fire,04/06/2016 08:37:12 PM,CENTRAL AVE/BUENA VISTA AVE,San Francisco,94117,B05,21,4354,3,3,3,false,Fire,1,TRUCK,2,5,5,Haight Ashbury,160974068-T12,POINT (-122.44336 37.768944),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,3
161020906,62,16040461,Medical Incident,04/11/2016,04/11/2016,04/11/2016 08:59:32 AM,04/11/2016 08:59:53 AM,04/11/2016 09:00:14 AM,04/11/2016 09:00:29 AM,04/11/2016 09:06:13 AM,,,Medical Examiner,04/11/2016 09:58:56 AM,POLK ST/EDDY ST,San Francisco,94102,B02,03,3163,E,E,3,true,Potentially Life-Threatening,1,MEDIC,2,2,6,Tenderloin,161020906-62,POINT (-122.41918 37.7831),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
160990552,AM02,16039201,Medical Incident,04/08/2016,04/07/2016,04/08/2016 07:06:22 AM,04/08/2016 07:09:28 AM,04/08/2016 07:10:01 AM,04/08/2016 07:10:01 AM,,,,Cancelled,04/08/2016 07:14:03 AM,SOUTH VAN NESS AVE/ADAIR ST,San Francisco,94103,B02,07,5225,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,1,2,9,Mission,160990552-AM02,POINT (-122.41754 37.76575),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20
160951644,E03,16037614,Medical Incident,04/04/2016,04/04/2016,04/04/2016 12:14:33 PM,04/04/2016 12:17:12 PM,04/04/2016 12:18:21 PM,04/04/2016 12:23:17 PM,04/04/2016 12:27:12 PM,,,Cancelled,04/04/2016 12:31:16 PM,GOLDEN GATE AVE/LEAVENWORTH ST,San Francisco,94102,B02,01,1546,2,2,2,true,Non Life-threatening,1,ENGINE,1,2,6,Tenderloin,160951644-E03,POINT (-122.413864 37.781864),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
160981905,52,16038919,Medical Incident,04/07/2016,04/07/2016,04/07/2016 12:49:17 PM,04/07/2016 12:51:52 PM,04/07/2016 12:52:19 PM,04/07/2016 12:53:07 PM,04/07/2016 01:05:26 PM,04/07/2016 01:20:51 PM,04/07/2016 02:01:42 PM,Code 2 Transport,04/07/2016 02:29:12 PM,VICENTE ST/FOREST SIDE AVE,San Francisco,94127,B08,39,8612,2,2,2,true,Non Life-threatening,1,MEDIC,3,8,7,West of Twin Peaks,160981905-52,POINT (-122.46919 37.739853),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,41
160952472,B03,16037682,Alarms,04/04/2016,04/04/2016,04/04/2016 03:28:43 PM,04/04/2016 03:29:45 PM,04/04/2016 03:30:52 PM,04/04/2016 03:32:34 PM,04/04/2016 03:35:57 PM,,,Fire,04/04/2016 03:45:52 PM,04TH ST/ELLIS ST/MARKET ST/STOCKTON ST,San Francisco,94103,B03,01,2212,3,3,3,false,Alarm,1,CHIEF,3,1,6,South of Market,160952472-B03,POINT (-122.40583 37.785744),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
161002621,B03,16039875,Alarms,04/09/2016,04/09/2016,04/09/2016 06:18:02 PM,04/09/2016 06:19:56 PM,04/09/2016 06:20:03 PM,04/09/2016 06:21:20 PM,04/09/2016 06:23:03 PM,,,Fire,04/09/2016 06:37:53 PM,TOWNSEND ST/CLARENCE PL,San Francisco,94107,B03,08,2154,3,3,3,false,Alarm,1,CHIEF,2,3,6,Financial District/South Beach,161002621-B03,POINT (-122.39221 37.779278),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
160943754,76,16037463,Medical Incident,04/03/2016,04/03/2016,04/03/2016 11:25:22 PM,04/03/2016 11:25:54 PM,04/03/2016 11:26:13 PM,04/03/2016 11:26:22 PM,04/03/2016 11:30:53 PM,,,Patient Declined Transport,04/04/2016 12:25:34 AM,03RD ST/STILLMAN ST,San Francisco,94107,B03,08,2174,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,Financial District/South Beach,160943754-76,POINT (-122.39638 37.78175),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
160933279,55,16037026,Traffic Collision,04/02/2016,04/02/2016,04/02/2016 08:08:03 PM,04/02/2016 08:09:56 PM,04/02/2016 08:10:10 PM,04/02/2016 08:10:24 PM,,,,Unable to Locate,04/02/2016 08:15:31 PM,BAY ST/MASON ST,San Francisco,94133,B01,28,1425,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,1,3,North Beach,160933279-55,POINT (-122.413605 37.80562),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,23
160930906,71,16036765,Medical Incident,04/02/2016,04/02/2016,04/02/2016 08:58:05 AM,04/02/2016 08:58:51 AM,04/02/2016 08:59:31 AM,04/02/2016 09:00:00 AM,04/02/2016 09:08:16 AM,04/02/2016 09:22:03 AM,04/02/2016 09:35:23 AM,Code 2 Transport,04/02/2016 09:51:04 AM,43RD AVE/ORTEGA ST,San Francisco,94116,B08,23,7646,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,4,Sunset/Parkside,160930906-71,POINT (-122.50206 37.75124),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,35
160971468,E03,16038372,Medical Incident,04/06/2016,04/06/2016,04/06/2016 10:58:47 AM,04/06/2016 10:59:34 AM,04/06/2016 11:00:27 AM,,,,,Code 2 Transport,04/06/2016 11:01:12 AM,VAN NESS AVE/OAK ST,San Francisco,94102,B02,36,3212,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,2,6,Tenderloin,160971468-E03,POINT (-122.419395 37.77542),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
160990346,E06,16039182,Medical Incident,04/08/2016,04/07/2016,04/08/2016 04:09:12 AM,04/08/2016 04:11:49 AM,04/08/2016 04:12:00 AM,04/08/2016 04:14:10 AM,04/08/2016 04:18:22 AM,,,Code 2 Transport,04/08/2016 04:31:25 AM,WALLER ST/PIERCE ST,San Francisco,94117,B05,06,3635,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,5,5,Haight Ashbury,160990346-E06,POINT (-122.43355 37.770756),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,3
160942602,62,16037344,Medical Incident,04/03/2016,04/03/2016,04/03/2016 04:55:17 PM,04/03/2016 04:55:17 PM,04/03/2016 04:56:26 PM,04/03/2016 04:56:32 PM,04/03/2016 04:58:44 PM,04/03/2016 05:07:09 PM,04/03/2016 05:19:33 PM,Code 2 Transport,04/03/2016 05:51:59 PM,NAPOLEON ST/JERROLD AVE,San Francisco,94124,B10,09,6412,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,10,10,Bayview Hunters Point,160942602-62,POINT (-122.40202 37.745953),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,1
161023987,E05,16040727,Medical Incident,04/11/2016,04/11/2016,04/11/2016 10:35:44 PM,04/11/2016 10:35:44 PM,04/11/2016 10:36:09 PM,04/11/2016 10:37:03 PM,04/11/2016 10:38:32 PM,,,Code 2 Transport,04/11/2016 10:54:47 PM,FILLMORE ST/TURK ST,San Francisco,94115,B05,05,3535,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,5,5,Western Addition,161023987-E05,POINT (-122.432144 37.780495),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39
